CpG	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
8784241046_R03C02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20217228	0.23310947	5.0860167	0.058069244	0.0	1.9125543	0.0	0.0	0.0	0.0	0.0	5.6425343	0.0	0.0	0.16053677	0.0	0.0	0.0	0.0	4.4714026	1.731252	0.0	0.0	0.0	2.132547	0.0	0.0	0.0	0.0	0.0	2.7860487	0.0	0.0	0.0	4.3460093	0.0	0.0	0.0	0.0	0.0	0.0	0.1139586	0.2956214	0.0	5.348934	0.0	0.0	0.0	0.0	5.3320856	0.0	0.0	0.0	0.0	0.13582504	4.200151	0.0	0.0	0.0	1.0458822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14420652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8784241036_R04C01	0.0	0.0	0.033453703	0.0	0.0	0.067196846	0.0	0.0	0.0	0.0	0.0	3.3219452	0.0	0.0	1.3928926	0.0	1.0444864	0.0	0.0	0.0	1.0809858	0.0	0.3318863	1.6059015	0.9853509	0.0	1.5126281	0.75381565	1.9102638	1.2591362	0.20537472	0.7689383	0.3128872	0.0	1.2003503	0.0	0.0	0.008062124	0.0	3.4258182	0.8413805	0.5234364	0.13088965	0.0	0.0	3.2323232	0.0	2.7109854	0.0	0.0	0.0	0.08761811	0.22090441	0.0	0.0	0.0	2.2785234	0.24445772	0.0	1.8755884	3.2869816	0.0	0.0	0.45696354	0.74446607	0.44581902	0.0	0.0	0.0	0.4608078	2.0642242	0.0	2.929419	0.0	0.0	0.84970725	0.0	0.0	0.0	0.0	2.2928042	0.0	0.84227896	0.0	0.84839964	0.05212307	0.0	0.0	0.23601055	0.0	0.0	1.4104447	0.3454256	2.468318	0.0	0.0	0.0	0.0	0.0	1.242363
6285633051_R01C01	1.0165007	0.0	0.0	0.47925097	0.15499407	0.0	0.0	0.0	0.0	0.18506432	0.0	0.0	0.0	0.0	0.0	0.74860907	0.0	0.0	0.0	0.0	1.0204651	2.2901325	2.890771	0.14851213	0.0	0.080556035	2.1929004	0.0	0.0	0.6208477	0.0	0.0	4.771509	0.0	0.0	3.620027	1.0039289	0.0	0.06800997	0.0	0.30785418	0.38458297	0.0	0.0	0.0	0.0	0.8327542	1.2767973	0.0	0.0	0.0	2.1121964	0.0	2.0151107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9822617	0.5606611	1.4995997	0.4253627	1.1543117	0.0	0.0	3.5858698	0.106957436	0.40360212	0.53884864	0.0	0.9305061	1.6197226	1.2952114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7041302	0.96221626	1.0472598	0.0	1.798779	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7796806103_R06C02	0.7905203	0.0	0.48556042	1.4133897	0.4708322	1.219059	0.0	1.2841196	0.0	0.0	0.0	0.50833654	1.134131	0.0	0.15423107	1.5734024	0.69239855	0.94299024	0.0	0.0	1.421392	0.8040066	1.0947618	0.0	0.0	0.9947108	0.0	0.0	0.7421931	1.8283682	0.48476005	0.0	1.0704479	0.38457966	1.2091374	2.9543283	0.0	0.0	0.121255726	0.6757114	0.0	0.0	2.1270354	0.2426902	0.0	0.0	1.4906399	1.7305717	1.3315594	0.0	1.4255397	0.0	0.5289552	1.9028263	0.49654245	0.0	0.0	0.41770124	0.0	1.3874235	0.29021263	0.0	1.1491653	0.32907057	0.0	0.0	0.15487051	1.8160719	0.007291317	0.29893875	0.99321175	0.57407355	1.7165442	0.060223103	1.8950988	0.0	0.2789445	2.5590467	0.0	0.004925728	0.0	0.0	0.0	0.0	0.0	1.5789332	0.70632005	0.0	2.046373	0.8882619	0.9519491	0.0	0.945703	3.2452664	0.0	1.2235239	0.0	0.0	0.0	0.8665905
9630789227_R05C02	0.0	0.0	0.20254469	2.0702574	2.0520163	0.0	0.0	2.8262973	0.0	1.214509	0.0	0.0	1.3892899	0.0	1.1790359	1.6044912	0.63383925	1.3563815	0.0	0.57456493	0.0	1.2685432	1.9513979	0.0	0.08596268	1.8798141	1.0616584	0.0	0.0	1.811645	0.0	0.42829704	0.20793438	0.0	0.0	2.3654375	0.0	0.0	0.34537113	0.6760309	0.0	0.0	1.6987247	0.6581261	0.0	0.0	0.0	0.0	1.7694166	0.0	2.3694491	0.0	0.0	2.436756	1.0953588	0.0	0.8809767	0.0733099	1.191554	0.53979206	0.0	0.0	0.0	0.89202785	0.0	0.0	1.1730424	0.2686129	0.0	0.7765856	0.79443026	0.0	1.099792	0.0	3.0214458	0.0	0.0	1.1182818	0.0	0.0	0.0	0.0	0.0	0.0	2.676992	2.252801	0.5644417	0.0	2.4754915	2.367783	0.21950293	0.0	0.5014014	0.45517755	0.0	2.3284953	0.5105705	0.39529705	0.0	0.85033274
9426020160_R03C02	3.2110596	0.0	0.10669041	0.7746848	0.39042816	0.0	3.3291173	0.0	0.0	0.0	0.40602303	1.2957001	0.0	0.0	0.0	0.86355734	0.17501868	2.4915123	0.0	0.0	2.4770043	2.6076183	1.0848675	1.6649044	0.0	0.4125346	0.0	0.0	0.0	0.2658534	0.0	0.0	1.9006443	0.31478214	0.0	3.9417348	1.2441521	0.0	0.0	0.0	0.0	1.6014688	0.0	0.046205282	0.0	0.0	0.0	1.3511853	0.0	0.0	0.0	1.4708395	2.6148443	2.0851588	0.24266577	1.6911385	0.0	0.0	0.0	1.3803902	0.0	0.2909094	1.6799244	0.79489946	0.0	0.0	1.1460279	0.0	0.55973613	0.0	0.60702705	0.34486115	0.4427352	2.5206134	0.0	0.0	0.0	1.336363	0.0	0.0	0.33120584	0.0	0.0	1.7203103	0.0	0.0	0.0	0.21488929	0.34266472	0.0	4.1639357	0.0	0.37729692	0.65090704	2.4147625	0.0	0.0	0.0	0.0	0.12525845
9305216146_R05C01	0.0	0.0	0.0	1.3117244	3.155989	0.0	0.0	2.6537318	0.0	0.83229494	0.0	0.0	1.1122427	0.0	0.0	0.5610285	0.0	1.8526845	0.0	0.0	0.43143296	0.3074665	1.9734583	0.0	0.0	2.6013465	0.4994421	0.0	0.0	2.6479077	0.0	0.58739233	0.54275465	0.0	0.0	2.322338	0.0	0.0	0.49960482	0.0	0.0	0.0	0.74197316	0.64392495	0.0	0.0	0.0	0.0	1.7874839	0.0	2.1061738	0.0	0.0	2.384047	1.9637866	0.0	0.87144566	0.0	0.0	0.59663963	0.0	0.0	0.1899535	0.0	0.0	0.0	1.3191077	0.0	0.5584529	1.0541	1.2290215	0.0	0.43289804	0.0	2.4158788	0.0	0.0	1.5003068	0.0	0.0	0.0	0.42753112	0.0	0.0	2.3521705	2.1794386	0.80204487	0.0	2.6459842	2.3885546	0.5283146	0.0	0.8468728	0.72803855	0.0	2.9030807	0.079093456	0.386142	0.0	0.23535943
9630789227_R02C02	0.0	1.8719575	0.8137293	2.6201198	2.5981543	0.0	0.0	2.0467362	0.0	1.6442072	0.0	0.0	0.88563395	0.0	0.5994663	1.5573978	1.5065138	2.0036125	0.0	0.6386776	0.2627151	1.7032652	1.1835318	0.0	0.0	3.018108	0.28100634	0.0	0.0	1.5726981	0.18287897	0.0	0.7068701	2.108417	0.0	3.4755888	0.0	0.0	1.8459575	0.0	0.0	0.0	1.660558	1.4078983	0.0	0.0	0.0	0.0	1.6289818	0.0	0.9154217	0.0	0.0	3.2921162	1.6470542	0.0	0.014333725	0.0	0.1013118	0.56828594	0.0	0.0	0.4170007	0.5696335	0.0	0.0	1.4628488	0.75666606	1.7647004	0.78353214	0.14220142	0.0	0.12373018	0.0	2.480369	0.0	0.0	2.4571502	0.0	0.0	0.0	2.0224738	0.0	0.2878211	0.86980724	2.0533376	1.2884831	0.0	1.8039627	1.3058864	1.8457279	0.0	0.0	0.8629098	0.0	1.5260499	1.1323771	0.094670616	0.74205923	1.1945453
9305216132_R05C02	0.0	0.0	0.0	0.0	0.0	0.0	1.3307056	0.0	1.7037139	0.0	0.013802052	2.7130475	0.28213406	0.0	0.0	0.2525444	0.0	0.0	0.0	0.15863132	0.0	0.0	1.0458336	3.3926756	0.8434005	0.21055758	0.0	0.66997004	0.0	1.3093128	0.0	0.0	1.1054473	0.0	0.0	1.0176983	0.0	0.0	0.0	0.44200158	0.44521916	0.0	0.1295141	0.0	0.0	2.1093135	0.0	0.0	0.43451333	0.0	0.0	1.884239	0.31189078	0.0	0.0	2.8241227	2.530222	0.0	0.0	2.5078907	1.8113117	0.0	2.1484113	0.1645379	0.0	0.2617123	0.0	0.0	0.27368665	0.8068476	0.84283495	0.5458685	1.6227608	0.0	0.0	0.0	0.1888119	0.0	0.0	0.0	3.2624989	0.0	3.2560787	0.0	0.0	0.0	0.0	3.781283	0.5611968	0.33646286	1.3196359	0.0	0.0	0.98132133	0.0	0.37181115	0.0	0.0	0.0	0.0
3999997079_R03C02	0.0	1.9552554	0.868947	2.553548	2.501047	0.0	0.0	0.41970778	0.58557844	0.0	0.0	0.0	0.0	0.9093828	0.81401014	2.7406664	0.0	0.0	1.6907256	0.0	0.0	2.9153805	0.9824724	0.0	2.3412862	3.4736814	0.0	0.0	0.0	1.2406249	0.0	0.05086732	0.43105698	1.4990263	0.0	1.4989791	0.0	0.0	2.479357	0.594764	0.0	0.0	0.0	0.1999749	1.9015746	0.0	1.0560923	0.0	1.2333772	0.0	0.5386251	0.3427539	0.0	3.5988808	1.5492516	0.079747915	0.0	0.0	3.3871036	0.0	0.0	0.0	0.0	0.68077326	0.0	0.08115673	1.3832372	0.0	2.2706509	1.4120636	0.3089342	1.2577033	0.0	0.0	1.2352886	0.8238722	0.0	0.8285811	3.0768921	0.0	0.0	1.2332144	0.0	0.016057014	2.2853637	0.5924282	0.0	0.0	0.24481583	2.3372302	2.064342	0.0	0.0	0.0	0.0	2.287433	1.3140574	0.0	1.33215	0.0
6285633051_R02C02	0.0	0.0	0.0	0.9254466	3.6702108	1.7644839	0.0	1.9182525	0.0	2.405673	0.0	0.0	0.0	0.0	1.5320861	3.1637058	0.0	1.3426191	0.0	0.0	0.0	1.5338259	4.5888186	0.0	0.0	2.5981755	1.3963947	0.0	0.0	4.930561	0.11290252	0.47209334	1.4847674	0.0	0.0	4.428343	0.0	0.0	2.9492629	0.0	0.0	0.0	0.0	0.9644809	0.0	0.0	0.0	0.0	0.0	0.0	0.52951765	0.15105414	0.0	3.0026245	0.16667795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62063026	0.0	0.0	0.0	0.0	0.8210948	0.18987274	2.6131134	3.2433646	0.0	0.0	0.9545499	0.0	0.0	2.5260453	2.4385707	0.0	0.0	1.8754766	0.0	0.0	0.0	0.23171997	0.7496562	0.0	1.9596362	4.5799065	3.4033253	0.0	0.0	0.0	0.0	0.6853175	0.0	0.0	0.0	0.0
9422492089_R06C02	0.91916186	0.0	0.0	0.53891516	0.0	0.0	1.4934255	0.0	0.0	1.2162356	0.0	0.0	0.0	0.0	0.0	4.8830338	1.7273475	0.0	0.0	0.0	0.0	3.624833	4.4046936	0.42012906	1.6851877	0.1061126	2.1709404	0.0	1.4660431	0.0	0.0	0.0	2.3298674	0.0	1.1511898	0.0	0.0	0.0	0.0	0.0	0.10102737	0.4138658	0.0	0.0	0.0	0.0	1.135632	0.0	0.0	0.13931918	0.0	3.433463	0.0	0.34858513	0.0	2.2534373	0.0	3.4951732	0.0	0.0	0.0	0.12996471	0.73273754	1.737915	0.0	2.4783459	0.0	0.1358019	1.9914436	0.0	4.8785706	0.0	2.3564482	0.0	0.094958305	0.0	2.4442298	0.0	0.0	2.4094005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0076818	0.0	0.059305787	0.0	0.0	0.0	0.0	0.20325428	0.0	0.0	0.0	0.0	0.0
9305216146_R01C01	0.27669287	2.1538515	1.206831	3.0518072	0.0028626323	1.6089711	1.1563895	0.0	0.0	0.0	0.7220044	0.0	0.43971395	0.41701317	0.0	1.3861184	0.32198307	0.0	0.94054675	0.840858	2.9876173	1.3683786	1.0089817	0.0	0.49732828	0.43417835	0.19208717	0.0	1.1063638	1.0309596	0.96231294	0.0	0.0383358	0.0	0.0	0.92533875	0.0	0.0	0.44850898	0.0	0.0	0.0	0.0	0.47830367	1.407311	0.0	1.3883668	1.3271065	0.0	0.21185732	0.0	1.3485405	1.6657033	1.3624725	0.22015905	0.0	0.33174896	0.0	0.0	0.60373783	0.0	0.0	0.0	1.6552303	0.0715971	0.0	0.0	1.2193342	0.47590637	1.3456326	1.000123	0.0	0.0	2.1769898	0.37919736	0.32698536	0.0	1.4832106	0.5618541	0.0	0.0	0.2105211	0.0	0.5640912	0.33850312	0.0	0.27085757	0.0	0.0	0.4581033	0.60744095	0.0032076836	0.83813524	1.413528	0.0	0.0	0.42107773	0.0	1.5209389	3.4354615
9426020160_R03C01	0.0	0.0	0.0	0.36889166	1.2001144	0.0	0.0	1.7555904	0.0	0.0	0.0	0.0	0.92470026	0.62444496	0.0	0.0	0.0	0.12040458	0.0	0.15899134	0.7198143	0.07719517	0.0	1.2026284	0.91997325	0.7872553	0.0	0.5698395	0.0	1.7942142	0.0	0.0	0.7273898	0.0	0.0	1.2795339	0.0	0.0	0.0	0.6859033	0.0	0.0	0.0	0.0	0.0	0.72998047	0.60281754	0.0	0.908571	0.0	0.15408468	0.6732147	0.0	1.5545437	1.4268565	1.3799398	2.0036612	0.0	0.19133937	1.3676319	0.0	0.0	0.58288634	0.21234798	0.0	1.0856311	1.6677846	0.5695745	0.0	1.8085442	0.07251358	0.0	0.0	0.0	0.7197932	0.0	0.8018296	1.3586233	0.09335947	0.0	0.64748406	0.0	0.0	0.0	1.2022905	1.2005625	0.5493846	0.0	2.28096	1.6372155	0.0	0.0	1.1539617	0.2918887	0.0	2.1071117	0.5909047	0.0	0.4040718	0.39731002
6057833057_R03C02	0.0	1.6710061	2.1456194	3.3581028	1.3371947	1.7873192	0.21770716	1.62924	0.27631426	0.0	0.0	0.0	1.9226317	0.2927971	0.4735297	0.8144431	0.0	1.2816895	0.0	0.9845967	1.9982951	0.0	0.33729172	0.0	0.0	1.0072565	0.0	0.0	0.0	3.5779076	2.2177546	0.0	0.0	0.0	0.0	2.878718	0.0	1.0329764	0.83573097	0.0	0.0	0.0	0.96697617	1.7851833	0.72397065	0.0	0.0	0.0	1.0940745	0.0	0.0	0.0	1.0534227	1.6528296	1.1960769	0.0	1.6033058	0.0	0.0	1.5724916	0.10555363	0.0	0.0	1.4624443	0.0	0.0	0.0	1.3707759	0.33752608	2.277339	0.0065131187	0.0	0.0	0.6174369	1.6189486	0.0	0.0	2.9402485	0.6944654	0.0	0.0	1.2381322	0.0	0.43071616	0.89507985	2.2038584	1.9355617	0.0	1.4839725	1.5514487	1.6227756	0.0	1.8486238	1.0851498	0.0	0.7794821	1.7520308	0.0	1.5106015	2.6713
6285633051_R06C01	0.0	0.0	0.47021294	0.0	0.6328087	0.0	0.0	1.1203198	0.73450375	1.5520976	0.0	0.0	1.3377733	0.0	2.2940814	0.05666876	1.8067312	0.0	0.0	0.0	1.7257276	0.03868103	1.3143034	0.0	0.0	1.9653531	1.5268564	1.4640083	0.0	1.619977	0.38977575	3.691654	0.0	0.0	0.0	0.5078716	0.0	1.9677885	0.0	2.260928	0.0	0.0	2.2322645	0.0	0.0	1.0731344	0.0	0.0	0.30370593	0.0	1.9577261	0.0	0.0	0.0	0.11846399	0.0	1.5453262	0.0	0.0	1.6647787	2.2464952	0.0	1.3702322	0.33453178	0.0	0.0	0.0	0.0	0.2914399	0.321558	1.272222	0.0	1.5576522	0.0	0.05968523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8280902	1.3542614	0.0	0.0	0.5426359	0.0	0.0	0.0	3.192515	1.5578809	0.0	0.7793553	0.0	0.0	0.0	0.5543487
9993943013_R06C01	0.0	0.0	0.9001651	0.0	0.0	0.48653793	0.0	0.0	3.3704586	0.0	0.0	2.626142	0.6874685	0.81878376	0.0	1.2984357	0.37700272	0.0	1.159739	0.0	1.6751873	0.2607622	0.93109894	1.6673887	0.0	1.098394	0.0	3.2466507	0.0	0.0	0.0	2.3160317	0.0	0.0	1.9895811	0.12405014	0.0	0.0	0.0	0.06075406	0.0	0.98099434	0.1876632	0.0	0.0	4.347794	1.1670896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04978752	1.9413898	0.7770357	0.0	0.0	3.0613537	4.938958	0.0	3.4537926	0.0	0.0	0.0	0.0	0.0	1.0120174	0.1553545	1.7655072	0.0	0.8951516	0.0	0.0	0.0	0.5975424	0.0	0.0	0.0	0.0	0.0	0.40189123	0.406808	0.0	0.0	0.0	1.9677792	0.0	0.0	0.0	0.0	0.0	3.0672722	1.4098947	0.0	0.0	0.0	0.0	0.0
9283265014_R02C01	0.0	0.2245581	0.0	0.67808414	0.14835447	1.850368	0.0	0.0	0.0	0.0	2.3504934	0.6579051	1.1116729	0.8060322	0.26231647	0.64124393	0.36237416	0.0	0.9537897	0.041967392	3.5914204	0.0	0.31995487	1.1441686	0.0	0.30556095	0.0	0.16076231	0.0	0.59115696	0.0	0.0	0.0	0.03807497	0.0	0.0	0.0	0.88729	0.2198574	0.0	0.57387054	0.0	0.0	0.0	0.6262841	0.85254097	0.0	1.4892311	0.0	0.73540497	0.0	0.98572874	0.0	0.027232647	1.424778	2.1023505	1.3951006	0.0	0.0	1.7045641	0.6296711	0.0	0.0	0.59281015	1.0649316	0.35821795	0.0	0.2581047	0.0	1.6305132	0.92473793	0.050560713	0.0	1.0589356	0.0	1.6456777	1.3037355	1.5102602	2.148987	0.0	0.3800416	0.0	0.0	0.0	0.0	0.0	0.0	0.63701725	0.2540431	1.396535	0.0	0.0	0.0	2.9210505	0.0	0.49547362	0.0	0.0	0.15588665	2.0658011
8784241046_R05C02	0.0	2.7409382	2.6477284	3.0633845	0.5064336	2.6809297	0.68992364	0.0	0.30608106	0.0	0.12021923	0.0	1.4004316	0.39706802	0.45526278	0.9339442	0.0	0.0	0.72023964	0.028101921	2.866276	0.11556625	0.61852074	0.0	0.33163983	0.7267164	0.0	0.0	0.0	3.1362553	3.0358446	0.0	0.0	0.0	0.0	1.2491169	0.0	1.3313689	0.5730504	0.0	0.0	0.0	0.0	1.0566634	2.528226	0.0	1.3988948	0.0	0.0	0.0	0.0	0.0	2.473477	0.7866621	0.1046319	0.0	0.58251095	0.0	0.0	0.6587572	0.35295773	0.0	0.0	1.1216698	0.0	0.0	0.0	1.3423101	1.0941591	1.360632	0.92836523	0.0	0.0	0.64864635	1.165737	0.0	0.0	2.5371294	0.73350024	0.0	0.0	1.6980717	0.0	2.0228322	0.4311595	1.0550628	1.1364331	0.0	0.0	0.0772112	0.9262514	0.4990301	0.3636217	1.3481011	0.0	0.0	1.044292	0.0	1.4015031	3.5823293
9283265077_R05C02	0.0	2.472015	2.0983734	2.5576742	0.0	3.15374	0.47770023	0.0	0.39252996	0.0	1.5056429	0.0	1.2727618	0.4883709	0.13649285	0.49622488	0.21643683	0.0	1.2602975	0.0	3.6688278	0.04876709	0.26622772	0.8925154	0.41880125	0.107201815	0.0	0.012025833	0.0	2.2921176	2.519591	0.0	0.0	0.0	0.69454604	0.061886787	0.0	0.5587139	0.08946535	0.0	0.0	0.0	0.0	0.45866776	2.2588406	0.0	2.1011398	0.37575984	0.0	0.0	0.0	0.19978786	2.3558028	0.068813324	0.0	0.7832725	0.28824902	0.0	0.0	0.89917564	0.36354828	0.0	0.0	0.50951195	0.0	0.0	0.0	1.3758439	0.8077899	1.0831394	1.068183	0.0	0.0	1.6132042	0.0	0.0	0.0	2.0685158	0.7016294	0.0	0.0	0.8242145	0.0	1.4991298	0.0	0.0	0.18238235	0.45457983	0.0	0.0	0.3889165	1.1333013	0.0	1.5004673	0.0	0.0	0.4948411	0.0	1.3384204	3.6417594
9422492113_R04C01	0.0	0.0	2.016491	1.4577811	0.0	1.8232384	0.0	0.0	3.0247965	0.0	0.0	1.6816964	2.4232044	0.9161825	0.1630758	2.546939	0.0	0.0	1.1021707	0.15237474	0.74095654	0.0	1.9516573	0.0	0.6022124	0.9497976	0.0386281	0.22662401	0.07054269	0.91728306	1.4110329	0.020238876	0.10565472	0.0	0.08070576	1.0645456	0.0	1.2086895	0.0	1.1624534	0.0	0.0	1.9904389	0.0	2.6428719	0.02902937	0.026702404	0.24280214	1.4559782	0.0	0.3312173	0.0	0.8619904	0.6518283	0.19532633	0.6020124	0.81161594	1.0346341	0.0	1.8949156	1.4692526	0.0	0.0	0.52499104	0.0	0.0	0.0	0.32359022	0.3506353	0.62365437	1.0000219	0.0	0.447536	0.0	2.1109943	0.0	0.0	1.4572654	0.83671355	0.0	0.5700338	0.0	0.06980848	0.0	0.23459005	0.76654863	0.0	2.4128275	0.0	0.6798717	0.039678574	0.0	0.0	1.4462309	0.0	1.022094	1.3188162	0.0	0.0	0.7986665
8784241046_R02C02	0.0	0.38447738	1.423842	1.7079395	0.0	1.5625968	0.0	0.0	2.4566407	0.0	0.0	0.4415393	2.1967635	1.1646013	0.25884378	0.99284077	0.0	0.0	0.88929534	1.0692549	1.8385341	0.34299088	0.5569048	0.0	0.0	0.6401143	0.0	1.2921333	0.0	0.8473706	1.6548355	0.0	0.22889996	0.0	0.0	0.8572335	0.0	1.1749687	0.0	0.0843246	0.0	0.0	0.78418136	0.012004554	1.6347275	0.0	0.15481687	0.0	1.263138	0.0	0.0	0.0	0.48334715	0.632812	0.7728896	0.8679912	1.531188	0.0	0.0	2.133851	1.044446	0.0	0.97223127	0.42433977	0.0	0.0	0.0	0.5995627	0.24424112	2.1808062	0.55892086	0.0	0.0	0.0	1.1373783	0.0	0.0	2.5237637	0.45855975	0.0	0.3128183	0.0	0.0	0.0	0.0	1.0063977	0.46574593	1.1102128	0.0	0.9647366	0.5588441	0.0	0.2861848	2.090146	0.0	0.5725677	1.5568609	0.0	0.7595315	1.8189754
8784241071_R01C02	0.0	1.5390475	0.71310234	1.6499907	0.42120454	1.1984148	0.0	0.0	0.0	0.0	1.2200866	0.0	0.0	0.0	0.14229143	0.34321213	0.0	0.0	0.0	0.0	2.203735	0.53512096	0.6133356	0.6688874	1.136342	0.15015972	0.5932703	0.0	0.0	2.3697338	1.1373825	0.0	0.7628856	0.0	0.0	1.1897078	0.0	0.5391674	0.9815362	0.0	0.8143269	0.0	0.0	0.0	0.3623221	0.0	1.500786	0.53349876	0.0	0.0	0.0	0.29291368	0.81223714	1.0524864	0.0	0.34538722	0.81009865	0.0	0.0	0.0	0.0	0.0	0.0	1.9070814	0.9223211	0.0	0.0	1.723328	0.1478976	0.99978256	1.4831233	0.0	0.07241392	0.44933534	0.0	1.5066041	0.00089228153	1.9205766	1.1154253	0.29629683	1.7082682	0.2818777	0.0	0.0	0.084597826	0.0	0.23887134	0.0	0.96515226	0.3985777	0.30135202	0.0	1.3352904	1.0237002	0.0	0.0	0.0	0.3082359	1.1186638	2.1556096
7796806103_R04C02	0.0	3.2428234	2.8501797	4.0509696	0.67797875	3.0022044	1.0386305	0.03173256	0.0	0.0	0.31439114	0.0	1.540832	0.0	0.9085059	1.3852715	0.24619073	0.35765347	0.22549367	0.0	2.7003863	0.48355007	0.5935669	0.0	0.26965544	0.6305806	0.0	0.0	0.0	3.9928894	3.8550203	0.0	0.0	0.0	0.0	2.6107368	0.0	0.9836688	1.3652236	0.0	0.0	0.0	0.6593313	2.057664	2.2981806	0.0	1.1566316	0.0	0.032319546	0.0	0.0	0.0	2.5752213	1.3956873	0.0	0.0	0.13666534	0.0	0.0	0.26905918	0.0	0.0	0.0	1.9335818	0.0	0.0	0.0	2.1013374	1.2447237	0.8451948	0.40369415	0.0	0.0	1.5790408	1.2548941	0.0	0.0	2.9874785	0.68566775	0.0	0.0	2.3565805	0.0	2.0705402	0.12786269	1.1778293	1.6559954	0.0	0.43352938	0.48586822	1.987298	0.46079445	0.8620448	0.92863655	0.0	0.0	0.8279376	0.0	2.080658	3.8071227
8784241059_R04C02	0.21594465	1.9235761	0.80339766	2.2174888	0.044155598	1.8944397	0.6750051	0.0	0.0	0.0	1.2006798	0.0	0.0	0.0	0.07258332	1.5169706	0.4544547	0.0	0.0	0.0	2.8587892	0.9750719	1.2013597	0.45596218	1.0779862	0.04413724	0.13588333	0.0	1.2679789	1.5158644	0.9371822	0.0	0.52619267	0.0	0.17038417	1.1052079	0.0	0.0	0.807483	0.0	0.0	0.21300429	0.0	0.0	1.1444402	0.0	2.0477037	1.9496644	0.0	0.44812298	0.0	0.85856795	1.6826968	1.0585253	0.0	0.87919974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4617906	0.69638705	0.0	0.0	1.5398343	0.6052757	0.47333908	1.7128592	0.050680876	0.0	1.555927	0.0	0.58840144	0.22151423	1.938323	0.8224633	0.03867054	1.0611272	0.43707085	0.0	0.218784	0.0	0.0	0.0	0.0	0.0	0.2597282	0.6905627	0.08047867	0.78171253	1.8322182	0.0	0.0	0.0	0.0	1.0860534	3.0085163
7796806090_R03C02	0.0	0.0	0.0	0.78869194	0.0	1.136167	0.0	0.0	0.0	0.0	1.1560979	0.04356575	0.0	0.07452488	0.43409145	0.15275145	0.11829831	0.0	0.0	0.0	3.0485456	0.47411633	0.27284908	1.3955305	0.3080904	0.0	0.0	0.36270714	0.8698188	0.77284	0.0	0.0	1.4417195	0.0	0.0	0.0	0.0	0.0	0.0	0.80964494	1.5415658	1.3581347	0.0	0.0	0.0	0.0	1.4196385	2.625192	0.0	0.6708729	0.0	0.69284034	0.5663234	0.5744612	0.0	0.83745694	0.59681034	0.0	0.0	0.6347313	0.0	0.0	0.0	0.9913559	0.61746764	0.88547087	0.0	0.68330103	0.0	1.3561468	2.3118825	0.03843701	0.0	0.0	0.0	1.7931887	0.16996026	1.5527811	1.1509335	0.12405038	1.8956847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22671556	0.475456	0.05057621	0.0	0.7115836	2.3897328	0.0	0.0	0.0	0.036421612	1.392015	2.018282
9283265014_R01C02	0.0	0.0	1.0569072	0.53498244	0.0	1.6846375	0.0	0.0	0.4300995	0.0	0.8135419	1.14644	1.6826153	0.56168175	0.17350292	1.8617549	0.88309383	0.0	0.8617883	0.0	2.4474833	0.0	0.73190403	0.9283073	0.0	0.5692188	0.051359177	0.45121813	0.0	0.63097477	0.12735367	0.0	0.0	0.079901695	1.265517	0.47243547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.71398854	1.2816253	0.5568212	1.1370578	0.29327798	0.42915535	0.0	0.0	0.77660775	0.28545284	0.9638066	1.2702796	0.27327347	1.1328645	0.0	1.7576847	1.1052389	0.0	0.543313	0.0	0.0	0.0	0.0	1.089288	0.3145237	0.30582047	1.6061625	0.0	0.0	0.99618626	1.4266086	0.0	0.8561709	1.7320869	0.6419151	0.005529642	0.0	0.0	0.0	0.0	0.0	0.55032873	0.0	1.0294995	0.4431615	0.23290277	0.0	0.0	0.0	3.4101133	0.0	0.8535085	0.0	0.0	0.0	1.8268833
