CpG	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
6042324048_R02C01	0.28308022	0.0	0.88393307	1.0100327	0.011437029	0.98932266	0.44854832	0.0	1.0542474	0.0	0.0	0.29449415	0.51617575	1.0804834	1.6810579	1.3364263	1.5632372	0.0	2.4500759	0.0	2.1173208	1.6046896	0.22994518	0.0	0.9332336	1.6159937	0.0	1.4971299	0.9263031	1.1690707	0.0	0.4996724	0.0	0.06998491	2.0226066	0.0	0.0	0.0	0.0	1.5648758	0.0	0.67211604	0.0	0.0	1.2407126	0.8136053	3.1721897	1.2521453	0.30494547	0.54544234	0.13569129	0.530601	1.0974627	0.67219186	1.1148891	0.0	0.03536606	1.8623343	1.5997761	0.46317863	0.84373474	0.0	0.75612557	0.0	0.0	0.95576644	1.0770644	0.1106984	0.4676181	1.1821156	1.2513852	0.0	0.0	1.1549804	0.30378222	0.0	0.0008831024	0.0	0.9439361	0.0	0.0	0.0	0.0	0.05273217	1.1739507	0.3406844	0.0	0.0	0.0	0.8594667	0.0	1.1274037	0.0	2.0843024	0.12963527	0.87899756	0.205544	0.0	0.7008419	1.9775805
6057833134_R05C01	0.0	0.048858717	0.0	1.4748383	3.1727557	0.0	0.0	3.2302394	0.0	2.6267025	0.0	0.0	0.40974903	0.0	0.60651183	1.0543461	1.8440851	1.6791064	0.0	0.0	0.0	2.0140085	2.7129593	0.0	0.0	1.6196291	2.130786	0.0	0.0	1.4373307	0.0	0.0	1.9908628	0.0	0.0	3.1812522	0.0	0.0	0.6324894	0.0	0.0	0.0	0.67269874	0.2812308	0.0	0.0	0.0	0.0	1.510824	0.0	1.7115017	0.03013587	0.0	2.8823996	0.6630144	0.0	0.5923519	0.0	1.1098696	0.0	0.0	0.0	0.0	1.2102427	0.0	0.0	2.4172015	0.0	0.0	0.0	2.0205126	0.0	1.3604913	0.0	2.666819	0.0	0.0	0.32197177	0.0	0.0	0.0	0.087227166	0.0	0.0	2.5565658	1.7372651	0.20197129	0.0	3.843957	2.9087992	0.17929888	0.0	0.091982365	0.0	0.0	2.408386	0.0	0.5060629	0.0	0.18940806
6229009066_R02C02	0.0	0.0	0.26210785	0.055760384	0.7018776	0.0	0.0	1.1538916	2.293954	0.0	0.0	0.083266735	1.3067317	1.1224852	1.2268293	0.0	1.6407406	0.0	1.6359456	0.0	1.2409053	0.0	0.0	0.0	0.5017294	1.8105696	0.0	2.1552	0.0	0.9930954	0.0	1.4765322	0.0	0.0	0.48006862	0.0	0.0	0.0	0.0	3.3256319	0.0	0.0	0.5200598	0.0	0.0	0.95081663	0.6188792	0.19889426	1.7760146	0.0	1.8308486	0.0	0.0	0.29239845	1.3503218	0.0	1.8686733	0.27028203	1.9637519	1.4977598	0.6462259	0.0	1.7835366	0.0	0.0	0.7055248	1.6623875	0.0	0.2522062	1.28761	0.746336	0.0	0.055220127	0.0	0.9409902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8115735	1.9084201	0.0	0.0	1.1120963	0.5002761	0.0	0.06756592	1.5455976	0.27860785	0.0	2.0141394	0.09091663	0.0	0.0866704	1.0687594
6005486019_R04C01	0.0	0.0	0.0	0.34267914	0.6125407	0.0	0.0	1.310051	0.0	1.3402274	0.0	0.0	0.0	0.40865898	1.7777386	0.38105822	2.6686385	0.0	0.0	0.48827648	0.0	0.7058382	0.7545557	0.0	1.7758383	0.87537503	1.5152712	1.228003	0.51274335	0.0	0.0	1.1570563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1957023	0.0	0.0	0.0	0.0	0.0	0.7901864	0.4948789	1.120218	0.0	1.5276065	1.3136783	0.13175416	0.0	0.42337132	0.0	0.0	1.251524	1.0198054	1.9069704	0.46643734	0.02004242	0.0	0.40235364	0.059793472	0.0	1.8638197	1.1934673	0.0	0.0	0.60855484	1.7663255	0.0	0.0	0.0	0.41254687	0.0	0.0	0.0	0.03056097	0.0	0.0	0.0	0.0	0.0	2.797597	0.25091028	0.0	0.0	0.121798515	0.5048276	0.0	0.0	1.6988435	0.0	0.0	0.9868555	0.0	0.0	0.38921165	1.1357551
6229009066_R05C02	0.0	0.0	0.0	0.0	2.3303308	0.0	0.0	1.7223368	0.0	1.5454667	0.0	0.0	0.10537577	0.0	0.28911412	0.0	0.890888	0.0	0.0	0.0	2.0537918	0.121575356	0.5958967	0.0	0.0	2.5811312	0.6547489	0.8967209	0.0	2.0821438	0.0	3.0754206	0.64574575	0.0	0.0	1.7773747	0.0	0.3395586	0.0	0.77418685	0.0	0.0	0.023858428	0.0	0.0	0.7386503	0.0	0.0033791065	0.22804499	0.0	2.1669834	0.0	0.0	0.4761119	1.3519268	0.0	1.6357088	0.0	0.0	1.2645464	1.117713	0.0	1.9010142	0.0	0.0	0.0	0.9586023	0.0	0.40638256	0.97745514	1.0379105	0.0	0.75598097	0.0	0.31376362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9046197	1.7282968	0.0	0.0	1.8809171	0.5759094	0.0	0.0	2.7702823	0.86060524	0.0	2.0330994	0.0	0.0	0.0	0.0
6042316072_R02C01	0.0	0.16441241	2.0545936	2.2636404	1.2890702	0.69467306	0.0	0.0	2.2237716	0.0	0.0	0.0	0.8035345	1.2474594	2.8625867	1.2764301	0.0	0.0	1.3126428	0.6276207	0.46602964	0.17073154	1.99788	0.0	1.5593008	2.0541263	0.56833744	0.65643597	0.2524321	3.4815855	1.5612893	3.2304852	0.0	0.0	0.0	1.734056	0.0	1.0567071	0.6579739	0.07547164	0.0	0.0	1.0605626	0.7428547	2.737976	0.0	0.8807951	0.0	0.0	0.0	0.7194116	0.323205	0.0	1.0870917	0.019333363	0.0	1.4123201	0.0	1.7865645	0.0	0.55325985	0.0	0.0	1.7691932	0.0	0.0	0.0	0.0	0.2474953	1.9055176	0.47117233	0.0	0.0	0.0	1.1703596	0.2624079	0.0	0.0	2.9751108	0.0	0.0	0.0	0.0	0.0	2.6572185	0.8310523	0.0	0.0	0.0	3.507688	1.3651481	0.0	1.2358384	0.0	0.0	0.46770668	1.1851144	0.0	0.5120449	1.5819612
6929718036_R02C02	0.0	0.0	0.0	0.61702996	2.3981633	0.0	0.0	2.04278	0.0	2.8271778	0.0	0.0	0.0	0.0	2.1514895	0.18642998	1.0238906	0.0	0.0	0.0	0.462317	1.0136194	2.5553656	0.0	0.0	2.062416	2.5356638	0.0	0.616835	2.839642	0.0	2.8148797	0.7301998	0.0	0.0	2.245666	0.0	0.028992891	0.09702054	0.67279744	0.0	0.0	0.7200997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9614136	0.0	0.0	1.2160134	0.0	0.0	1.0730343	0.0	0.19129848	0.0	0.09669399	0.0	0.0	1.0221786	0.0	0.0	0.116092205	0.0	0.20190299	0.0	2.242618	0.0	2.2062838	0.0	1.006879	0.0	0.0	0.0	0.5784633	0.0	0.0	0.0	0.0	0.0	3.6322756	1.444685	0.0	0.0	1.7084899	1.7957948	0.0	0.0	2.1245828	0.009484053	0.0	1.440512	0.0	0.0	0.0	0.17556715
6026818145_R05C01	0.0033984184	0.0	0.0	0.0	1.7624829	0.0	0.0	1.9163303	0.0	1.8133826	0.0	0.0	0.104527	0.0	1.8396788	0.0	1.0145133	0.0	0.0	0.0	0.6420548	0.7051954	1.302227	0.0	0.015399218	2.7066069	1.6433463	1.2774038	0.0	2.417719	0.0	3.773956	0.0	0.0	0.0	0.925056	0.0	1.3577282	0.0	2.4357512	0.0	0.0	0.6830025	0.0	0.0	1.2762594	0.56363034	0.0	0.0	0.0	3.184034	0.0	0.0	0.096166134	0.23275423	0.0	1.5900526	0.0	0.0	0.19532585	1.3799982	0.0	0.92299366	0.31923532	0.0	0.0	0.041458726	0.0	0.113143325	0.2484169	1.2103634	0.0	1.6787941	0.0	0.5801928	0.0	0.0	0.0	0.37837005	0.0	0.0	0.0	0.13548303	0.0	4.3414116	1.6773105	0.0	0.0	1.5687032	0.0910548	0.0	0.0	1.9994531	0.0	0.0	1.9212344	0.0	0.0	0.0	0.0
6057833142_R06C01	0.0	0.0	0.0	0.0	2.3376608	1.1213002	0.0	0.37934732	0.0	3.4493208	0.0	0.0	0.0	0.0	2.9978878	0.0	0.76257336	0.0	0.0	0.0	0.52602124	0.0	3.9962673	0.0	0.0	1.5643737	4.5845795	0.0	0.0	4.663354	1.2181237	5.33175	2.2801986	0.0	0.0	2.4106274	0.0	2.0030587	0.0	0.0	0.5420333	0.0	0.07291126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022489786	0.0	0.0	0.0	0.0	1.0527687	0.0	0.0	0.0	1.1704025	0.0	0.0	2.332276	0.0	0.0	0.0	0.0	0.45150185	0.0	4.0822735	0.0	1.4581046	0.0	0.0	0.0	0.0	0.0	2.1638205	0.0	0.0	0.7360024	0.0	0.0	1.6627178	0.0	0.0	0.0	0.8642769	1.9440316	0.041228294	0.0	4.6731744	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6004791006_R02C02	0.02413547	0.0	0.7800598	2.0733232	0.41768262	0.10942888	0.0	2.2981815	0.0	0.5032525	0.0	0.0	1.1407461	0.0	2.248592	0.7561121	1.1983473	0.5947406	0.0	0.17109585	0.41876698	0.59856796	0.92034626	0.0	0.050627485	0.9573095	1.5501275	0.0	0.42771316	1.9269953	1.1276824	0.0	0.0	0.0	0.0	1.737926	0.0	0.23873663	0.054245204	1.3546588	0.0	0.0	1.4583812	0.0	0.0	0.3649125	0.7834611	0.2403233	0.8286178	1.1150396	1.8189731	0.0	0.70497257	1.4355123	0.070771694	0.0	1.1696949	0.5538256	1.1547657	0.9320431	0.47928047	0.0	0.0	1.9701815	0.0	0.0	0.0	1.0877261	0.0	0.6491709	0.5840273	0.0	1.1851387	0.0	2.1937268	0.0	0.0	0.63387895	0.10558796	0.0	0.0	0.0	0.0	0.0	2.6311474	1.8286653	0.07674432	0.0	2.0542183	1.2357725	0.0	0.0	1.0079198	1.2226701	0.0	1.2923636	0.46015787	0.0	0.47392035	1.8947868
6026818108_R04C01	0.0	0.0	0.0	0.0	0.8770541	0.0	0.0	0.0	0.0	0.0	0.0	1.6364942	0.0	0.0	0.78743625	0.0	0.0	0.0	0.0	0.0	1.826386	0.37776756	0.096796036	1.729131	0.4317075	1.3523878	0.0	1.8743243	0.0	1.7333031	0.0	5.759898	0.20070744	1.8740997	0.0	0.0	0.0	0.0	0.0	3.772237	1.4522673	0.86773777	0.0	0.0	0.0	2.4979167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5104704	2.9849968	0.0	0.0	2.3294992	4.1812563	0.0	2.5769525	0.0	0.0	0.0	0.0	0.0	1.6308639	0.89040756	1.734221	0.0	1.9306731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4058213	0.0	0.041018724	0.0	0.0	0.0	0.0	2.72506	0.29205704	0.0	0.03625536	0.0	0.0	0.6874354	4.5219393	0.0	0.0	0.0	0.0	0.0
6229009059_R05C02	0.0	0.0	1.304563	1.1568949	2.3258138	0.0	0.0	1.8615046	0.0	1.7072902	0.0	0.0	0.0	0.0	3.419988	0.0	0.0	0.0	0.0	0.0	0.12719154	0.0	2.2431374	0.0	1.7036831	1.996994	3.6648226	0.0	0.8696476	3.9976902	0.0	3.7091877	0.0	0.0	0.0	1.269309	0.0	0.0	0.34152025	0.5587747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58463645	1.1284515	0.15386605	0.082785904	0.33889866	0.0	0.0	2.3973408	0.0	0.0	0.0	0.9499569	0.0	0.0	2.9336636	0.0	0.0	0.0	0.0	0.10889959	0.74429893	1.3278456	0.0	1.1216831	0.0	0.19699478	1.2934796	0.0	0.0	2.0701854	0.0	0.67769575	0.0	0.2794094	0.0	4.920041	1.5135269	0.0	0.0	1.7175107	2.6676478	0.0	0.0	2.1342797	0.0	0.0	0.8672998	0.0	0.38863367	0.0	0.48106527
6042316157_R05C01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024664879	0.6990652	0.0	0.0	0.27237368	0.0	0.33579826	0.0	0.0	0.14542556	0.0	0.0	0.8932519	0.024612188	0.32580376	0.6775875	1.6243322	1.2653365	0.16745722	1.2532539	3.0457096	0.0	0.026685715	0.0	3.7753627	0.08318329	0.0	0.0	0.0	0.0	0.0	0.0	4.325695	1.9269327	0.69921803	0.0	0.0	0.0	2.9301066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.118004	0.0	0.0	3.947752	3.7836065	0.0	2.104958	0.0	0.0	0.2559688	0.0	0.0	0.07891154	1.9924603	1.0308313	0.0	0.53299046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1606483	0.0	2.2770815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6362195	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6026818102_R03C01	1.8121237	0.037822314	1.0132327	1.1608425	0.0	0.9259448	1.4576801	0.0	1.8393326	1.1119056	0.0	0.22754097	1.1581278	0.004424095	0.8833761	0.0	1.3541225	0.0	1.5627658	0.9693413	2.528674	1.816514	1.6859636	0.0	0.018997371	1.5134673	0.0	0.6704254	2.1424603	0.3306284	0.29597163	2.9631274	0.0	0.0	0.61182684	0.41051006	0.0	1.2732775	0.0	2.2843745	0.0	0.0	2.2827497	0.0	1.100132	0.0	0.3955866	1.4643278	0.0	0.0	0.8922503	0.08559108	1.2439468	0.0	0.0	0.0	1.0127726	0.0	1.4247311	1.2080202	0.1095171	0.0	0.9045875	0.25395298	0.0	0.0	0.0	0.0	0.071246505	0.63013077	0.06460953	0.0	0.2921071	0.9525745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.325502	0.0	0.0	0.0	0.0	0.0	0.0024323463	0.0	4.0737395	0.32645416	0.0	0.0	0.0	0.0	0.5510721	2.7905684
6026818145_R01C02	0.0	0.0	0.0	0.5898416	0.0	0.0	1.3343625	0.12520123	0.0	2.1286166	0.0	0.0	0.0	0.0	3.3065097	2.1157126	4.676899	0.0	0.0	0.0	0.0	4.5870366	2.3434381	0.0	3.1890426	0.0	1.9742241	0.64770365	1.8474448	0.0	0.26548958	0.3584845	1.9772744	0.0	1.4799125	0.0	0.0	0.0	0.0	5.25904	0.0	0.0	0.72272825	0.0	0.0	0.0	1.000514	0.0	0.0	0.6269307	0.69090927	1.1945455	0.0	0.17361212	0.0	0.0	0.019374847	3.15826	4.058756	0.0	0.0	0.0	1.467533	1.0880036	0.0	3.2522945	0.0	0.0	0.0	0.0	3.2065372	0.0	3.1714585	0.6516571	0.0	0.0	0.0	0.0	0.0	1.2686296	0.0	0.0	0.0	0.0	1.5272512	0.0	0.0	0.0	0.0	0.0	0.053884506	0.7624788	0.24252415	0.0	0.1883288	0.0	0.0	0.0	0.526494	0.23768902
6026818102_R01C02	0.0	0.0	0.0	0.098937154	1.3335631	0.0	0.0	2.5830827	0.0	1.2066703	0.0	0.0	0.0	0.0	1.1054049	0.4581771	1.2815565	0.79915863	0.0	0.0	0.0	1.2651501	1.5056581	0.0	0.0	1.5426177	1.227725	0.0	0.0	0.7824588	0.0	0.16586685	0.80209017	0.0	0.07581371	1.4500227	0.0	0.0	0.0	1.7290208	0.0	0.0	1.1046176	0.0	0.0	0.9441457	0.24586403	0.7608876	0.0	0.0	2.2423658	0.0	0.0	1.6080787	0.029167652	0.0	0.74541855	1.0672634	0.04535985	0.4868164	1.1196518	0.0	0.34824157	0.0050377846	0.0	0.0	1.031936	0.6995805	0.3118992	0.0	2.4362125	0.0	2.8085804	0.0	2.471951	0.0	0.0	0.19057167	0.0	0.0	0.0	0.0	0.0	0.0	1.8137445	1.7969494	0.0	0.0	2.1459832	0.043589413	0.0	0.0	0.0	1.4171047	0.0	1.607547	0.0	0.35356355	0.0	0.2951424
6057833155_R02C02	0.0	0.0	2.120926	0.7019006	0.0	0.47573018	0.0	0.112713814	4.222133	0.0	0.0	0.8013873	1.8369164	1.2086267	1.2915487	1.1203718	0.23839767	0.0	1.8941796	0.30966377	1.7285011	0.28736877	0.6731701	0.0	0.0	1.9500217	0.0	2.278253	0.09179807	0.7705455	0.0	2.3404005	0.0	0.0	0.0	0.46720934	0.0	0.0	0.0	1.2014477	0.0	0.0	2.219895	0.0	1.5268946	0.0	0.0	0.0	1.6039689	0.0	1.1828437	0.0	0.0	0.105792046	1.1682591	0.0	1.3107519	0.0	0.0	2.5450726	2.1540613	0.0	1.6800934	0.0	0.0	0.0	0.0	0.0	0.95137775	1.8419876	0.8291116	0.0	0.2595191	0.0	1.279574	0.0	0.0	0.25330997	0.0	0.0	0.0	0.0	0.0	0.0	1.5015593	1.7312398	0.0	0.3378389	0.0	0.56841254	0.17941666	0.0	1.6189055	1.5262341	0.0	0.838279	1.6170559	0.0	0.0	1.460568
6042316106_R01C01	0.0	0.0	1.4141483	0.85661817	0.0	1.3768864	0.0	0.0	3.0610075	0.0	0.0	3.0163503	0.9420605	1.7875166	3.5269015	1.0030956	2.8684795	0.0	2.695185	0.0	2.0285094	0.84271336	0.41091347	0.0	0.21512528	0.59682405	0.0	0.98799753	3.5322175	0.22704172	0.0	0.62922144	0.0	0.042618275	2.638141	0.0	0.0	0.0	0.0	1.8202713	0.0	0.53361833	1.7288084	0.0	1.3519716	1.2201209	1.0142095	2.97453	1.0278771	2.0997884	0.0	0.0	0.31364214	0.0	0.0	0.0	1.1384954	1.5077548	2.2416124	1.9736309	2.520442	0.03760767	0.40520793	0.0	0.0	0.0	0.0	0.0	0.01510191	0.8817377	1.1871214	0.58963895	1.4352174	0.17864871	0.099364996	0.0	0.0	0.0	0.16310406	0.42357492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8528975	0.0	1.7333798	0.11353445	2.9696288	0.0	0.0	0.6045327	0.0	0.17202711	2.3727303
6042324037_R03C02	0.0	0.0	0.0	0.18852472	2.7342942	0.0	0.0	1.0822821	0.0	3.1117156	0.0	0.0	0.0	0.0	2.4207754	1.1192908	2.908685	0.0	0.0	0.0	0.9977007	0.9866457	2.8721962	0.0	0.0	1.91282	2.4727798	0.0	0.15573192	2.8786907	0.0	1.470675	2.558446	0.010269165	0.0	3.273728	0.0	0.0	0.6299107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068662524	0.0	0.0	0.0	0.74619436	0.34036756	0.0	1.0513189	0.13060856	0.0	0.19530582	0.0	0.7658185	0.0	0.0	0.0	0.0	1.2420015	0.0	0.22901165	0.083036184	0.0	0.7346492	0.0	3.193832	0.0	0.7085118	0.0	0.0	0.0	0.0	0.0	1.3766477	0.0	0.0	0.6060805	0.0	0.0	2.0728598	0.52245903	0.0	0.0	1.4794941	2.4657946	0.77890825	0.0	2.3411384	0.0	0.0	0.56224823	0.0	0.0	0.0	0.0
6057833134_R01C02	0.0	0.33891553	0.8818526	1.835311	0.0	0.9321523	1.0472274	0.0	2.7153907	0.0	0.0	0.0	1.5256495	1.5189781	0.6414516	2.8005295	1.5661076	0.0	3.4956505	0.7425499	2.7580512	1.6578331	0.7392349	0.0	0.0	1.3625499	0.0	1.8469353	0.32946622	0.0	0.0	0.0	0.088300705	0.0	0.5162284	0.06354427	0.0	0.0	0.0	0.03751564	0.0	0.18320954	0.102476716	0.0	1.9470773	0.0	1.187661	0.6520138	1.1696284	0.5493076	0.25502503	0.14842272	0.36700422	0.90651965	1.405343	0.778105	0.0	0.40636063	1.1072055	1.2329321	0.0	0.0	1.8103205	0.13757563	0.0	0.0	0.462299	0.056067184	0.45515573	1.7859144	0.6950879	0.6442125	0.0	1.2024271	1.014521	0.0	0.08527708	1.2290708	0.03427148	0.118952274	0.0	0.0	0.0	0.0	0.010844231	0.22675276	0.0	0.9125333	0.0	1.8524946	0.734046	0.0	0.0	3.0811987	0.0	0.3394866	1.1744456	0.0	0.4120612	1.9030113
6005486019_R03C02	0.0	0.0	0.0	0.0	1.4499178	0.0	0.0	1.0330343	0.0	0.4928999	0.0	0.0	0.0	0.0	0.0	0.10242844	0.48817307	0.0	0.0	0.0	2.0714076	0.37969112	1.370162	0.49113774	0.0	1.3407857	0.91239977	0.8348088	0.0	0.70279694	0.0	1.4859743	1.1207123	0.0	0.0	0.35378885	0.0	0.6080985	0.0	0.7049391	0.8828341	0.57188225	0.0	0.0	0.0	0.1776104	0.0	1.3390934	0.0	0.0	0.85957295	0.0	0.0	0.6450732	0.8565273	0.9797151	1.1979904	0.0	0.0	1.2324343	0.3691206	0.0	1.3661193	0.0	0.0	0.19640613	0.7214354	0.5118642	0.0027506351	1.1609964	2.3924708	0.0	0.0454278	0.0	0.0	0.0	0.0	0.41488558	0.6523783	0.0	0.37273574	0.0	0.0	0.0	1.245605	0.54258776	0.0	0.0	1.5199752	1.2292243	0.0	0.0	2.4393687	0.40236163	0.0	1.3742812	0.0	0.73460627	0.0	0.14097857
6057833141_R06C02	0.0	0.0	0.0	0.42016327	1.1954509	0.0	0.0	1.9572568	0.0	0.7789912	0.0	0.0	0.3730049	0.0	0.76396656	0.0	0.96124995	0.0	0.0	0.0	1.2488306	0.478961	0.0	0.0	0.0	1.6801625	0.14895105	1.169611	0.0	1.6228294	0.0	0.9402993	0.0	0.0	0.0	0.42590237	0.0	0.0	0.0	1.8765652	0.0	0.0	0.0	0.0	0.0	0.9429784	0.7943115	0.6912646	0.49460053	0.0	2.1191268	0.0	0.0	0.99640894	0.9651904	0.0	1.4045181	0.0	0.44713318	0.76859474	0.37171745	0.0	1.0777525	0.006494522	0.0	0.0	1.4756824	0.0	0.0	1.2371569	0.58850145	0.0	0.39094687	0.0	1.2494879	0.0	0.0	0.6860307	0.0	0.0	0.0	0.0	0.0	0.0	2.6270041	1.5781403	0.0	0.0	1.6698437	1.4343685	0.0	0.0	1.5423856	1.1604648	0.0	1.7761142	0.0	0.24413502	0.0	1.087317
6026818132_R04C01	0.0	0.0	0.0	0.0	2.0090873	0.0	0.0	0.6485524	0.0	2.6936421	0.0	0.0	0.0	0.0	0.77004766	0.0	1.6614708	0.0	0.0	0.0	2.052581	0.41265392	1.1238127	0.0	0.0	1.2772828	1.9834819	0.86705637	0.0	1.6086936	0.0	2.4431374	1.9122648	0.0	0.0	0.81086826	0.0	0.1425817	0.0	0.83595824	0.6451026	0.0	0.0	0.0	0.0	0.49810505	0.0	0.0	0.0	0.0	0.44639778	0.0	0.0	0.0	0.0	0.0	1.9590425	0.0	0.0	0.0	0.0	0.0	1.3924271	0.23724937	0.0	0.5267658	0.0	0.0	0.0	0.1508112	2.9309134	0.0	0.32376003	0.0	0.0	0.0	0.0	0.0	1.3408325	0.0	0.0	0.0	0.0	0.0	2.857283	0.0	0.0	0.0	0.6152072	0.73006	0.0	0.0	4.1238256	0.0	0.0	0.41973615	0.0	0.0	0.0	0.0
6042316072_R05C01	0.0	0.0	3.1328588	0.0	0.0	0.7063327	0.0	0.0	5.035686	0.0	0.0	3.6623888	1.3466191	1.6992874	3.804868	1.0385413	1.1426357	0.0	2.3705986	0.0	2.3762739	0.0	0.33877373	0.0	0.0	1.4462811	0.0	2.146452	1.226175	1.4574938	0.0	2.840852	0.11130905	0.0	1.6448967	0.5114579	0.0	0.0	0.0	1.566808	0.0	0.0	1.0978451	0.0	1.746419	2.4422498	0.0	0.0	0.63811135	0.24326253	0.16890669	0.0	0.702711	0.0	0.0	0.0	1.2755938	0.4130106	0.0	2.6622047	4.4491673	0.0	0.58361256	0.17941713	0.0	0.0	0.0	0.0	0.8216509	0.91983795	1.3044186	0.0	0.51488495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.783421	0.8360419	0.9963212	0.0	0.0	0.0	0.39145827	0.0	0.15303946	0.0	3.7649355	0.10962695	0.0	0.32350492	0.0	0.0	1.425776
6005486014_R06C02	0.2156086	0.0	2.011249	0.95454764	0.0	0.21327949	0.3135631	0.033775806	2.0095143	0.0	0.0	0.0	1.1541548	0.57797337	1.5558584	1.6552339	0.0	0.0	1.4180675	0.0	1.2175014	0.6773176	0.4416504	0.0	1.9874268	1.8380764	0.0	1.4612656	0.43114567	1.8903289	0.0	2.491873	0.0	0.2394867	0.0	0.49541473	0.0	0.68837667	0.0	3.2390602	0.0	0.0	0.10122919	0.0	2.1669936	0.25663328	1.742912	0.0	0.15917945	0.0	1.2058496	0.0	1.3079126	0.36358976	0.117388725	0.0	0.80642605	0.7209735	1.1422728	1.2072372	0.9497137	0.0	0.12619698	0.09031391	0.0	0.24500597	0.0	0.0	0.31698513	1.1051207	0.26355457	0.0	0.008299828	0.0	0.62236905	0.0	0.0	0.0	1.8041575	0.0	0.0	0.0	0.0	0.0	2.1861634	0.7913194	0.0	0.0	0.0	0.0	0.78996086	0.0	0.0	0.0	0.0	1.3531845	1.5442886	0.0	0.7004452	0.59401155
6004791020_R01C02	0.0	0.0	0.0	1.5138534	2.3961954	0.0	0.0	2.6094484	0.0	1.330724	0.0	0.0	0.42754316	0.0	1.1455746	0.5020199	1.4022508	0.9516232	0.0	0.0	0.0	0.6143894	1.8842535	0.0	0.0	1.3974011	2.0951881	0.0	0.0	1.9415689	0.0	0.0	1.0957155	0.0	0.0	2.4227219	0.0	0.0	0.4874642	0.0	0.0	0.0	0.02189517	0.0	0.0	0.0	0.11673927	0.06321931	0.7809398	0.67055416	1.9135015	0.25536776	0.0	2.1439269	1.0303702	0.0	1.006938	0.0	1.2902905	0.27931786	0.0	0.0	0.0	2.1030576	0.0	0.57061434	1.8132926	0.19762197	0.0	0.80270576	1.7223086	0.0	0.0	0.0	2.3940039	0.64212644	0.0	0.5779235	0.74684215	0.0	0.0	0.0	0.0	0.0	2.815215	1.504293	0.2997086	0.0	3.237955	3.6177478	0.0	0.0	0.76265097	0.0	0.0	2.1660216	0.5743656	1.1019491	0.0	0.7114248
7786923105_R03C02	0.0	0.0	1.568954	2.670489	0.22715509	1.9402838	0.38235366	0.026167393	1.1390429	0.50704956	0.0	0.0	1.3182888	0.0	2.5061135	3.7411911	0.52622104	0.0	0.9002571	1.0915103	1.2149177	1.9202595	2.4915113	0.0	0.11391218	1.0113492	0.0	0.3016057	0.5692633	2.0387254	1.4976428	1.8736856	0.069890976	0.0	0.0	2.5979824	0.0	1.3034534	0.022724241	0.68179727	0.0	0.0	2.344051	1.1710509	1.045258	0.0	0.0	0.0	0.8424089	0.436064	1.1627989	0.0	0.09518945	1.141571	0.0	0.0	0.0	0.7954695	0.8165616	0.5915518	0.0	0.0	0.70284224	1.723068	0.0	0.0	0.0	0.4175867	0.4624853	0.9153614	0.9421129	1.5416783	0.34692526	0.11852884	1.047216	0.0	0.0	2.4139402	1.0506032	0.0	0.0	0.0	0.0	0.0	0.2073741	0.4753003	0.24920273	0.0	0.0	2.567225	2.5915298	0.0	1.7694459	2.139576	0.0	0.0	0.30746126	0.0	0.4970312	1.35429
